package,version,architecture,filename,size,mode,owner,group,md5,sha1,sha256
6tunnel,1:0.12-1,amd64,./usr/share/doc/6tunnel/changelog.gz,1495,420,root,root,61c88f9baab21c7c3c45d13277e3f24d,730dd33b16bb4845f0e7bc0d31096d30510b4008,
6tunnel,1:0.12-1,amd64,./usr/share/doc/6tunnel/copyright,1687,420,root,root,c061e119809bbbb8b9cf2eeb17a87f4f,a1421012091a5618c66ec1dc08352dee5bd96693,
6tunnel,1:0.12-1,amd64,./usr/share/man/man1/6tunnel.1.gz,1731,420,root,root,4ac2690de1a97b1951532d3d6662fc8b,2303e4ee8c853a4f49b20f513312a1355cdcf8d4,
2vcard,0.6-1,all,./usr/share/doc/2vcard/html/index-5.html,1580,420,root,root,2ddcb595830b29a52d71c305d729fe73,f4c6dfba9681c0fce01908676e8d98ca9b35ebc4,
2vcard,0.6-1,all,./usr/share/doc/2vcard/html/index.html,2029,420,root,root,98b87d4caa95caad4a3e1ef35e81ee10,e88375445232680eaab83ddb44536be04f4d3253,
2vcard,0.6-1,all,./usr/share/doc/2vcard/html/index-1.html,1449,420,root,root,d86ede14d98306513dbb75934eea7348,901440b83c245e560ef4039bfc95afca8fbe9e62,
2vcard,0.6-1,all,./usr/share/doc/2vcard/html/index-3.html,1656,420,root,root,626e418d3979d214911cd5f5a3fc6444,4be34cd7ace3f4840c697e0f3ad0e402c4f61e2f,
2vcard,0.6-1,all,./usr/share/doc/2vcard/html/index-4.html,2664,420,root,root,f498b369a2a4a8254964eda4d29ac737,b052191509ab933b3e474009eeb311b76dcbff2d,
2vcard,0.6-1,all,./usr/share/doc/2vcard/html/index-2.html,2946,420,root,root,f81ab8904fd607eda26cbc911c3ebdae,9299844c6ad7ab82c43e813e047ae2e919796742,
2vcard,0.6-1,all,./usr/share/doc/2vcard/copyright,2096,420,root,root,fbe7286d4a8734ab6a3822748c438941,a7d4ea5ad1cb7e5b7b5e8a0cfb3102d92818d087,
2vcard,0.6-1,all,./usr/share/doc/2vcard/README.gz,1933,420,root,root,9f291cf6e36d93c9cd503c3b37e03ffa,ee83051d39fd3f66605d359f8881c32dcacb32c4,
2vcard,0.6-1,all,./usr/share/doc/2vcard/changelog.gz,586,420,root,root,fe70dbd4e000df1635d42e14e0ff745d,00b899563ba2678fca821b03f3bd8059cb2312df,
2vcard,0.6-1,all,./usr/share/doc/2vcard/CHANGES,1220,420,root,root,4816fad4474719f2fb1ac63637c2c0d4,fb0fd982173a7a8e191d0bd13cfd8c3b3bbf33b6,
2vcard,0.6-1,all,./usr/share/doc/2vcard/changelog.Debian.gz,922,420,root,root,0e303a0d8edcc05cd7a53a2db33c9eea,b7bb6743bad85787217cfd17d30e881f4799fa36,
2vcard,0.6-1,all,./usr/share/doc/2vcard/AUTHORS,229,420,root,root,53e5c369537f19c53eaca43f791e33d2,dbd99e910eef765207d2cd919476462989e4de65,
2vcard,0.6-1,all,./usr/share/doc-base/2vcard-handbook,291,420,root,root,261b36b68b7001ad5441fc90c670817c,eabf27eb2796253b2a1dbe7a44d46c13100274e3,
2vcard,0.6-1,all,./usr/share/man/man1/2vcard.1.gz,1010,420,root,root,0215300a685ae0663d273414b8e106ac,7db41f49cb78a62d941b7c596248ff658b0b08f2,
2vcard,0.6-1,all,./usr/bin/2vcard,15400,493,root,root,ed13ad62684b6f04d03297478a137202,fb541533826c97642dda55733b4130d70c23b1c7,
aa3d,1.0-8+b2,amd64,./usr/bin/aa3d,10480,493,root,root,1d9ce8db271e913487f1012e00953257,3cf3fab9a31d9bcb8e05f33b8a4d8edc9ceb02c4,
aa3d,1.0-8+b2,amd64,./usr/share/aa3d/logo,1111,420,root,root,1a63695a460686cd8f78e9e29959f34d,ca5ea2549867aa938553426547c31bab4d92aea4,
aa3d,1.0-8+b2,amd64,./usr/share/aa3d/pyramid,936,420,root,root,d7e0573c28ab52c0443683ebbb67c178,c065ca242705c61b6226cd20d8f4bbd4fdd5cf1d,
aa3d,1.0-8+b2,amd64,./usr/share/doc/aa3d/README.Debian,432,420,root,root,ad85c401d66db1a3fb8427434afb3419,9a6412fd1b0c2a349801f9e8e0ebf50efc5c5839,
aa3d,1.0-8+b2,amd64,./usr/share/doc/aa3d/README.gz,1942,420,root,root,825960c1745767b993b1efed8eeed362,78bf53c21e96f1be132583dbc6029ca665f2a613,
aa3d,1.0-8+b2,amd64,./usr/share/doc/aa3d/changelog.Debian.amd64.gz,215,420,root,root,199a0d2a56fe2d35c1be5f0e1e6cd51d,91ace679171e861a6554d680271d4330c319e12a,
aa3d,1.0-8+b2,amd64,./usr/share/doc/aa3d/changelog.Debian.gz,1272,420,root,root,8bc2fc495a79d029c2bc440ed1195e33,05d0f9b90d67aec3a7cd5ae3cf33e3d6249fab24,
aa3d,1.0-8+b2,amd64,./usr/share/doc/aa3d/copyright,866,420,root,root,9ccce1509395753369b1c7f713aac830,5166064d5a523787cdbfa8458354c168990662f9,
aa3d,1.0-8+b2,amd64,./usr/share/man/man1/aa3d.1.gz,683,420,root,root,317be766bd25d248100dc693e5251dd7,fb17e253452f6f588aec654930b152de7dfd502a,
9wm,1.4.1-1,amd64,./usr/bin/9wm,44760,493,root,root,a7ab95be9414013120f91cabc27a2f1c,baf5b44a838c679e3db8f943cf31c9d509589062,
9wm,1.4.1-1,amd64,./usr/share/doc/9wm/README.md,3479,420,root,root,c0e03fbbc7b8cda250b59afca8613bc4,3a97b39809769255bd3db0b37fd6a28522844e7a,
9wm,1.4.1-1,amd64,./usr/share/doc/9wm/TODO.txt,273,420,root,root,c8ecf93aa50c847eb1715ecb60039b3d,df8fe74da75516e0d8a2261f42cf05f51acda37a,
9wm,1.4.1-1,amd64,./usr/share/doc/9wm/changelog.Debian.gz,2137,420,root,root,63cb8411c8c55379c4bb3ab0a2ab49b6,b979cac111995acd44feec0522c85d5514097abc,
9wm,1.4.1-1,amd64,./usr/share/doc/9wm/copyright,1456,420,root,root,2146d25d2a222509b59ed8771f5b3fe8,5c89c778f74388082a0afbf790b2c3bcf9dfbeb0,
9wm,1.4.1-1,amd64,./usr/share/man/man1/9wm.1.gz,1307,420,root,root,a44778005d8ea2af6256167d7e888b4f,d7c74ea7848075d5dfef0e744b24f5a1599b4307,
libaa-bin,1.4p5-46,amd64,./usr/bin/aafire,18504,493,root,root,d09d54c491f74131a9ce9a303e730290,2561bd27038bbd3f2b6bb2064d213da1f75d8c3c,
libaa-bin,1.4p5-46,amd64,./usr/bin/aainfo,14408,493,root,root,a5a056033e516cef84ccd8cacd51fdfe,b1921b59e8d9ee80300ecb8ef32afc06206664cc,
libaa-bin,1.4p5-46,amd64,./usr/bin/aasavefont,14408,493,root,root,b86f1748840575323f54255a332479f7,1c644e731ef5143ae2edbfbc19d93daf84236326,
libaa-bin,1.4p5-46,amd64,./usr/bin/aatest,14408,493,root,root,9ae8429685e8d6ba42375c816cca82f3,2a46faa968387ca4956bf1b9aae3c8c4a89b2e15,
libaa-bin,1.4p5-46,amd64,./usr/share/man/man1/aafire.1.gz,626,420,root,root,6663d86be4ef210ab104843f8cb76998,c30df8c44d01e1c2aa979527b2af63fe75a585b6,
libaa-bin,1.4p5-46,amd64,./usr/share/menu/libaa-bin,105,420,root,root,d5289a752e274ca0530674bd7c9ffaa1,5294240765fff02b325b8b15ad891e75db6d6984,
abacas,1.3.1-5,all,./usr/bin/abacas,64915,493,root,root,19155d57d2f41cd5c1585e2a8d9ed7a0,98e8dc7b1d49718282d2925a2cb33a7711daad8c,
abacas,1.3.1-5,all,./usr/share/doc/abacas/Manual.html,26254,420,root,root,7fac2f2541c18bae2b26caba0e2f83fd,5c96a545ed3eb048d9c548fefc099f8a0d281343,
abacas,1.3.1-5,all,./usr/share/doc/abacas/changelog.Debian.gz,545,420,root,root,15392788d85e492a84914afb09724bcc,5f87112042cb9889ba6b502031a80d24200ac482,
abacas,1.3.1-5,all,./usr/share/doc/abacas/copyright,1233,420,root,root,0cc5ab3eebd15104f413b11b4f22b310,04f9a8990df1ef6fb56552288ea2b335495315bf,
abacas,1.3.1-5,all,./usr/share/doc/abacas/style.css,2127,420,root,root,c248638227b3af1d1ba0d0d415b09aa3,b9d4b95da66cb54d03c5d87e7acbe1b0452825ae,
abacas,1.3.1-5,all,./usr/share/doc-base/abacas,450,420,root,root,4bfa5ccd9976c94991202262da9dfe85,f5581f0b10a798190001c640a4858d75803fc5d3,
abacas,1.3.1-5,all,./usr/share/man/man1/abacas.1.gz,1273,420,root,root,d9379e9ae6ac99e90ad022a80badd8fa,b579369ccf013b4dd079643df922547b9c2aa7c4,
2ping,4.3-1,all,./etc/default/2ping,566,420,root,root,,e92296ae395107caba623771e6be09c75cb52e46,
2ping,4.3-1,all,./etc/init.d/2ping,3164,493,root,root,,16657a2465fbb4deb1b543f89fa1703385807bb9,
2ping,4.3-1,all,./lib/systemd/system/2ping.service,439,420,root,root,a8ff6adf69cf20028814221809979495,3768a56b70d6672397590a406d3fb005f35f1d2d,
2ping,4.3-1,all,./usr/bin/2ping,366,493,root,root,e5992b000d09f69f9c5fa47dd752528d,88842898c71b4d7bf70b81a49bed3500e98f2b5f,
2ping,4.3-1,all,./usr/bin/2ping6,368,493,root,root,b54ee12229f48b94cbc3e49e60270e00,6dce00268568128f0dd1ec9e66fb480aae2dc105,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/2ping-4.3.egg-info/PKG-INFO,3107,420,root,root,a6375d0b96ea9919796f9761400822c7,b4613ce28e3dd91f2370bd1492b6df65023e35d9,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/2ping-4.3.egg-info/dependency_links.txt,1,420,root,root,68b329da9893e34099c7d8ad5cb9c940,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/2ping-4.3.egg-info/entry_points.txt,70,420,root,root,4883236b5ac7b498a08205a9c24663e0,46d1482998c5bf634c1e680025fe4981507280cc,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/2ping-4.3.egg-info/top_level.txt,8,420,root,root,34f4bbe07dbe908f0231e671bcf73fa0,a1e304e6a5ca4e90dd8e57e4d9e83d31eddd391b,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/__init__.py,808,420,root,root,64842d09897e1582de1bf4a7c9108922,acb78a5759ea5cb3c09526caa29a3314f87a9d58,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/args.py,10440,420,root,root,f7caab4645bdc0fb9205104df76928cb,4dc80adf80612d1f43a2a37e05daf25e93605057,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/best_poller.py,5346,420,root,root,aa8dab6677ca26da455694bfa11a33ea,f73f7ce78230889cdf888ece3ef85447ae08cd35,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/cli.py,53328,420,root,root,9f4bde359dc13ddd401cc7b3329496d0,2e6365f789bb7d0aa17ebb2e23e1a48568b5f76e,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/crc32.py,2312,420,root,root,ba95111ece8e5795f3519b54a6dfce1b,6423c695522979fcaa9bdd253808b31ff2263bd9,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/monotonic_clock.py,2798,420,root,root,3760ae5208b47a3f9caedc4bfc5ecccd,b304237a01226abb5c5edda41214ac9b21593bfc,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/packets.py,19849,420,root,root,2bcea79d3868df201146f8c313725585,cb643a866541d66e84b537621690377bb70aa13a,
2ping,4.3-1,all,./usr/lib/python3/dist-packages/twoping/utils.py,2037,420,root,root,359922818f17993428b83f123d5ef9be,44563bbdec2f62fff94944779d75a66d6b4c0c7f,
2ping,4.3-1,all,./usr/share/bash-completion/completions/2ping,508,420,root,root,25be88d61341d99ff10ee6d5a77dbfbb,76bc4330ab2df24be7aadca1c7d1f1f94cf98885,
2ping,4.3-1,all,./usr/share/doc/2ping/README,1688,420,root,root,f014737ff5c0bc40bb8b69ae9c7af260,bc992a9db4f3002033d02291c86fa1cb0ae0d85c,
2ping,4.3-1,all,./usr/share/doc/2ping/README.Debian,383,420,root,root,97970adcd74d299bb1e241648b9ebb33,c3ae9bfa57cf1424ad510db95617234616ac8bec,
2ping,4.3-1,all,./usr/share/doc/2ping/changelog.Debian.gz,1135,420,root,root,84811f3cf1bdfe6aa983cd3fb381e494,9a3c228dacd489ce1676d1750304a63f7ea42d9b,
2ping,4.3-1,all,./usr/share/doc/2ping/changelog.gz,3854,420,root,root,465ea424505ca6f8087045d8e54cb1c0,7d4f48868f0cb247656f990a1f94e81f99c5bb6d,
2ping,4.3-1,all,./usr/share/doc/2ping/copyright,1105,420,root,root,432c2daaac22d684f1e4cef4e701c5bc,cd1b9512646f36d941f0c5523a8431d4185def06,
2ping,4.3-1,all,./usr/share/man/man1/2ping.1.gz,4491,420,root,root,391952efd7fbe61dd58703f52dddc3cb,992c307b0ffc77e5202eab5328a81bdec439e64c,
abi-dumper,1.1-1,all,./usr/bin/abi-dumper,178485,493,root,root,a23fa27ba2d6c4da36740e270a80ef1b,01ab6a4cbf1676a7f6f533e32b288db362c264dc,
abi-dumper,1.1-1,all,./usr/share/doc/abi-dumper/changelog.Debian.gz,623,420,root,root,880975a1c73ada2517e3ae17be9dfdda,290cdfdf39273b0581914ea6d6f8c93ddc689aa4,
abi-dumper,1.1-1,all,./usr/share/doc/abi-dumper/copyright,891,420,root,root,85d9d3900990c7b779b2a54345e5887d,129243e786eba10450eed910756ecf459c715234,
abi-dumper,1.1-1,all,./usr/share/man/man1/abi-dumper.1.gz,2216,420,root,root,548106d80545443593a8bc52a567b5b8,a388f6b90a5d8e9d1cb8e68ee2b7cd20b7ecd47c,
3dchess,0.8.1-20,amd64,./usr/games/3Dc,72616,493,root,root,282ddddb539cafa43ef5bfc347df7458,2543b693292ba8cfe6d44d318844774732abda94,
3dchess,0.8.1-20,amd64,./usr/share/applications/3dchess.desktop,208,420,root,root,b9173eee270bbff68fd3295b2c33f827,ec08eda4ac23b53862c0635d4ac9944c7392d7ab,
3dchess,0.8.1-20,amd64,./usr/share/doc/3dchess/3Dc-rules.html,5120,420,root,root,2e78411b31ae44022e238059fad5b139,194fb3d6310a0c5de1931cd23e519a9fdaca4a62,
3dchess,0.8.1-20,amd64,./usr/share/doc/3dchess/ACKNOWLEDGEMENTS,1197,420,root,root,2750302d8c9cd9ef54d01956570289c0,b0085968d7393d21b6c71c8effe293fa73c1674c,
3dchess,0.8.1-20,amd64,./usr/share/doc/3dchess/README,1617,420,root,root,ed7616c853e841a8f6ee970dabd02f30,60f992427ddcb800a4df0bf6dc429617748ee9b1,
3dchess,0.8.1-20,amd64,./usr/share/doc/3dchess/TODO,1261,420,root,root,a299ce7452ccd2837ef5c0a14f64466b,0192f602c76eb8c4615d4e889a1efa85d2de7950,
3dchess,0.8.1-20,amd64,./usr/share/doc/3dchess/changelog.Debian.gz,3178,420,root,root,b25cbf9ca26463627f04e7b73c6b8d62,45428e969a7b20de57f72cb8e4ff1ed82788e240,
3dchess,0.8.1-20,amd64,./usr/share/doc/3dchess/changelog.gz,3941,420,root,root,fcdc75f3d0d3802137d034028b1009ea,058406015d0e2e946f16681137d3be6f95409d7b,
3dchess,0.8.1-20,amd64,./usr/share/doc/3dchess/copyright,1230,420,root,root,78105c6bbccc3fbb63161474d82263a2,3018dc2084e9ccb8d4b80093eb213b29e8f46c5b,
3dchess,0.8.1-20,amd64,./usr/share/doc-base/3dchess,230,420,root,root,2bd29a6a2db09b01ac2b9b2f2020e8ce,ef133a121260efb56039d5130c76acc13d4be15a,
3dchess,0.8.1-20,amd64,./usr/share/icons/hicolor/256x256/apps/3dchess.png,3873,420,root,root,ef4e0e66d5d354f83878b47b994141dd,def9540bfa83e689e3c535e18c23156e53a52e03,
3dchess,0.8.1-20,amd64,./usr/share/man/man6/3Dc.6.gz,622,420,root,root,3e14aed23fcb2d422c692ecad8a5b9d6,c79181544a8a86d51a080afa752db86b954eb62e,
9menu,1.9-2,amd64,./usr/bin/9menu,26992,493,root,root,09ceaf545e7ce5c9cad426f0f00369cc,be8b33c4e7438f141cb01391815597356b437a05,
9menu,1.9-2,amd64,./usr/share/doc/9menu/changelog.Debian.gz,2512,420,root,root,5a2e0ec2e16051c24678c016f3d0ce1f,6581235b1b01be91cefcc7fed9c692c565e40f49,
9menu,1.9-2,amd64,./usr/share/doc/9menu/changelog.gz,708,420,root,root,7f5080115f462cb667b1fa49de8cb44c,ebbc324d146bc2cb4871ebf2bd8a52d11c53748f,
9menu,1.9-2,amd64,./usr/share/doc/9menu/copyright,1994,420,root,root,d0288db8a8fa5972ed68bb4e0c17b41e,e77b92f2aa760778b0c5f364d9ecf0773b2b2922,
9menu,1.9-2,amd64,./usr/share/man/man1/9menu.1.gz,2142,420,root,root,09cf7173c39bbce483b5b188f6cf7dfe,a50b0c2fd59e439bad52e738b6ea2b4b79756a4b,
abi-monitor,1.12-2,all,./usr/bin/abi-monitor,69048,493,root,root,219fac456ab8698d7b7d9a6c2079d119,aeb8a147982495055024d0be6d8519e585166c87,
abi-monitor,1.12-2,all,./usr/share/abi-monitor/modules/Internals/Basic.pm,3645,420,root,root,36080137d5ff8ba2113309d4ba7d4f13,f22a706def5a7246c7f5f9773fa8e6b72f44470a,
abi-monitor,1.12-2,all,./usr/share/abi-monitor/modules/Internals/CmpVersions.pm,12337,420,root,root,44ab53b2294e9006de76e149e8358473,36b3a29046ac3a1bc92b2a37204c66650df4b086,
abi-monitor,1.12-2,all,./usr/share/doc/abi-monitor/changelog.Debian.gz,546,420,root,root,e2b6d0deb327de5d126eadfecd6a142b,4c83c5395a65e53751c1a1bc79461cd68c96dafc,
abi-monitor,1.12-2,all,./usr/share/doc/abi-monitor/copyright,1970,420,root,root,9382c16c8aea57f035473f6c0bef5d46,47a62476d54b7218a697ed450b43327c46db66d9,
abi-monitor,1.12-2,all,./usr/share/man/man1/abi-monitor.1.gz,1091,420,root,root,5f345050b703e3e11fcbe93fc4872da2,3ce089e89268b70efccb30fa16acffa6047ea868,
a2jmidid,8~dfsg0-3,amd64,./usr/bin/a2j,286,493,root,root,bf5f41e6b2ca71acd7c111625d744672,6a0fa5a2ec6cb83107f43fd15689cc417104e2c9,
a2jmidid,8~dfsg0-3,amd64,./usr/bin/a2j_control,4253,493,root,root,2def7cc0aea9d983bd8a94735d1d99ce,a76d30a1f4686ed4f19cc754d90794de84f7650e,
a2jmidid,8~dfsg0-3,amd64,./usr/bin/a2jmidi_bridge,14776,493,root,root,0d5d7e19a4692c9e9e34e00fcdeff45d,6a9b291fd43917cb14fcbdf1ffc4b83edb98ae81,
a2jmidid,8~dfsg0-3,amd64,./usr/bin/a2jmidid,52712,493,root,root,1fdf19779601ec354b59e1303161bcbf,3075996f407201019fb692206897dc7be33c75d0,
a2jmidid,8~dfsg0-3,amd64,./usr/bin/j2amidi_bridge,10656,493,root,root,ee56ffa47098643a631024c1cf9a6427,ccb6f3bc35eac150fd1f35dab17898c9471db378,
a2jmidid,8~dfsg0-3,amd64,./usr/share/dbus-1/services/org.gna.home.a2jmidid.service,71,420,root,root,df1e699576ce750b458210b7c7664111,d5a9f669f0bd76ad1db99f7bc943a2d9c91b5bd5,
a2jmidid,8~dfsg0-3,amd64,./usr/share/doc/a2jmidid/changelog.Debian.gz,1643,420,root,root,4d065310757a069411503299befe94d3,9ab15a86dfcbcae25ba55361a3aa5996e3fec374,
a2jmidid,8~dfsg0-3,amd64,./usr/share/doc/a2jmidid/changelog.gz,1399,420,root,root,730ba1fb83b1b3d22ef9e9674e71ee91,00fe948443765df140fe00520c3c84df3f622cea,
a2jmidid,8~dfsg0-3,amd64,./usr/share/doc/a2jmidid/copyright,3731,420,root,root,64ca355cf0e6794e48001e9454280efc,3a407ffe64f8cf6ba401bd97bdcd175b031f23df,
a2jmidid,8~dfsg0-3,amd64,./usr/share/man/man1/a2j.1.gz,309,420,root,root,60b3050bd7558543509fde19c8f7abe5,37ce6857a70d4890d8b713b021052e0edbd3a7b0,
a2jmidid,8~dfsg0-3,amd64,./usr/share/man/man1/a2j_control.1.gz,292,420,root,root,b0896e5d747211c267b44f01ec477f9c,78408e1aae830252600ded057b35e08676778c97,
a2jmidid,8~dfsg0-3,amd64,./usr/share/man/man1/a2jmidi_bridge.1.gz,413,420,root,root,956b6816842f1dd5edfdd88fe540606f,bbb65300e36a37d6aa5ff30bcb4776c86aae8de7,
a2jmidid,8~dfsg0-3,amd64,./usr/share/man/man1/a2jmidid.1.gz,755,420,root,root,06d345d9674f86a13fc54338586f2428,8891919565dc6def57d641f5fbcd03d96303ed46,
a2jmidid,8~dfsg0-3,amd64,./usr/share/man/man1/j2amidi_bridge.1.gz,408,420,root,root,c9826c979eda3b742425f9868e3f3aeb,f76b5c06881151fba07a764e6d1ad75afc30b4a6,
